image_id,style,building_name,source,source_url,original_filename,resolution,aspect_ratio,architectural_elements,materials,license,copyright,keep,removal_reason,split,caption,tokens_detected
ARC_0092,Postmodern architecture,Postmodern architecture Building specimen 8,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011696.jpg,1000x800,1.25,polychrome masonry;punched windows;barrel-vaulted roof,granite;limestone;aluminum,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,train,"Postmodern office complex, striped polychrome stone masonry, decorative square punched windows, curved barrel-vaulted roof canopy, eclectic architectural composition, architectural photography","polychrome masonry, punched windows, barrel-vaulted roof, decorative stonework"
ARC_0093,Postmodern architecture,Postmodern architecture Building specimen 9,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011683.jpg,1000x772,1.30,cylindrical rotunda;contrasting color accents;stylized pilasters,plaster;enameled steel;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,train,"Postmodern institutional facade, bold geometric shapes, monumental cylindrical corner rotunda, contrasting bright color accents, stylized classical pilasters, architectural photography","cylindrical rotunda, color accents, stylized pilasters, geometric shapes"
ARC_0094,Postmodern architecture,Postmodern architecture Building specimen 10,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011698.jpg,1024x768,1.33,stepped clock tower;oversized keystone archway;two-tone masonry,brick;ceramic tile;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,train,"Postmodern public library, whimsical stepped clock tower, oversized keystone archway, two-tone brick and tile facade, expressive historicist elements, architectural photography","keystone archway, stepped tower, two-tone brick, historicist motifs"
ARC_0095,Postmodern architecture,Postmodern architecture Building specimen 11,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011649.jpg,1024x768,1.33,broken pediment;oversized columns;polychrome panels;cornices,precast concrete;stone cladding;metal,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,train,"Postmodern architecture, playful broken pediment roofline, oversized classical columns, polychrome facade panels, decorative geometric cornices, bright daylight, architectural photography","broken pediment, oversized columns, polychrome facade, decorative cornices"
ARC_0096,Postmodern architecture,Postmodern architecture Building specimen 12,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011751.jpg,1024x768,1.33,triangular gable;arched entrance window;pastel facade,stucco;tinted glass;granite,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,train,"Postmodern civic building, exaggerated triangular gable, pastel stucco walls, monumental arched entrance window, ironic classical motifs, architectural photography","triangular gable, arched window, pastel stucco, classical motifs"
ARC_0097,Postmodern architecture,Postmodern architecture Building specimen 13,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011679.jpg,768x1024,0.75,polychrome masonry;punched windows;barrel-vaulted roof,granite;limestone;aluminum,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,train,"Postmodern office complex, striped polychrome stone masonry, decorative square punched windows, curved barrel-vaulted roof canopy, eclectic architectural composition, architectural photography","polychrome masonry, punched windows, barrel-vaulted roof, decorative stonework"
ARC_0098,Postmodern architecture,Postmodern architecture Building specimen 14,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011800.jpg,1043x768,1.36,cylindrical rotunda;contrasting color accents;stylized pilasters,plaster;enameled steel;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,train,"Postmodern institutional facade, bold geometric shapes, monumental cylindrical corner rotunda, contrasting bright color accents, stylized classical pilasters, architectural photography","cylindrical rotunda, color accents, stylized pilasters, geometric shapes"
ARC_0099,Postmodern architecture,Postmodern architecture Building specimen 15,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011734.jpg,842x768,1.10,stepped clock tower;oversized keystone archway;two-tone masonry,brick;ceramic tile;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,train,"Postmodern public library, whimsical stepped clock tower, oversized keystone archway, two-tone brick and tile facade, expressive historicist elements, architectural photography","keystone archway, stepped tower, two-tone brick, historicist motifs"
ARC_0100,Postmodern architecture,Postmodern architecture Building specimen 16,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011832.jpg,768x1076,0.71,broken pediment;oversized columns;polychrome panels;cornices,precast concrete;stone cladding;metal,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,train,"Postmodern architecture, playful broken pediment roofline, oversized classical columns, polychrome facade panels, decorative geometric cornices, bright daylight, architectural photography","broken pediment, oversized columns, polychrome facade, decorative cornices"
ARC_0101,Postmodern architecture,Postmodern architecture Building specimen 17,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011658.jpg,768x1086,0.71,triangular gable;arched entrance window;pastel facade,stucco;tinted glass;granite,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,train,"Postmodern civic building, exaggerated triangular gable, pastel stucco walls, monumental arched entrance window, ironic classical motifs, architectural photography","triangular gable, arched window, pastel stucco, classical motifs"
ARC_0102,Postmodern architecture,Postmodern architecture Building specimen 18,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011655.jpg,1086x768,1.41,polychrome masonry;punched windows;barrel-vaulted roof,granite;limestone;aluminum,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,train,"Postmodern office complex, striped polychrome stone masonry, decorative square punched windows, curved barrel-vaulted roof canopy, eclectic architectural composition, architectural photography","polychrome masonry, punched windows, barrel-vaulted roof, decorative stonework"
ARC_0103,Postmodern architecture,Postmodern architecture Building specimen 19,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011694.jpg,1103x768,1.44,cylindrical rotunda;contrasting color accents;stylized pilasters,plaster;enameled steel;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,train,"Postmodern institutional facade, bold geometric shapes, monumental cylindrical corner rotunda, contrasting bright color accents, stylized classical pilasters, architectural photography","cylindrical rotunda, color accents, stylized pilasters, geometric shapes"
ARC_0104,Postmodern architecture,Postmodern architecture Building specimen 20,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011676.jpg,1126x768,1.47,stepped clock tower;oversized keystone archway;two-tone masonry,brick;ceramic tile;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,train,"Postmodern public library, whimsical stepped clock tower, oversized keystone archway, two-tone brick and tile facade, expressive historicist elements, architectural photography","keystone archway, stepped tower, two-tone brick, historicist motifs"
ARC_0105,Postmodern architecture,Postmodern architecture Building specimen 21,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011665.jpg,1092x768,1.42,broken pediment;oversized columns;polychrome panels;cornices,precast concrete;stone cladding;metal,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,train,"Postmodern architecture, playful broken pediment roofline, oversized classical columns, polychrome facade panels, decorative geometric cornices, bright daylight, architectural photography","broken pediment, oversized columns, polychrome facade, decorative cornices"
ARC_0106,Postmodern architecture,Postmodern architecture Building specimen 22,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011816.jpg,1024x768,1.33,triangular gable;arched entrance window;pastel facade,stucco;tinted glass;granite,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,train,"Postmodern civic building, exaggerated triangular gable, pastel stucco walls, monumental arched entrance window, ironic classical motifs, architectural photography","triangular gable, arched window, pastel stucco, classical motifs"
ARC_0107,Postmodern architecture,Postmodern architecture Building specimen 23,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011787.jpg,1150x768,1.50,polychrome masonry;punched windows;barrel-vaulted roof,granite;limestone;aluminum,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,val,"Postmodern office complex, striped polychrome stone masonry, decorative square punched windows, curved barrel-vaulted roof canopy, eclectic architectural composition, architectural photography","polychrome masonry, punched windows, barrel-vaulted roof, decorative stonework"
ARC_0108,Postmodern architecture,Postmodern architecture Building specimen 24,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011724.jpg,1151x768,1.50,cylindrical rotunda;contrasting color accents;stylized pilasters,plaster;enameled steel;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,val,"Postmodern institutional facade, bold geometric shapes, monumental cylindrical corner rotunda, contrasting bright color accents, stylized classical pilasters, architectural photography","cylindrical rotunda, color accents, stylized pilasters, geometric shapes"
ARC_0109,Postmodern architecture,Postmodern architecture Building specimen 25,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011656.jpg,1151x768,1.50,stepped clock tower;oversized keystone archway;two-tone masonry,brick;ceramic tile;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,val,"Postmodern public library, whimsical stepped clock tower, oversized keystone archway, two-tone brick and tile facade, expressive historicist elements, architectural photography","keystone archway, stepped tower, two-tone brick, historicist motifs"
ARC_0110,Postmodern architecture,Postmodern architecture Building specimen 26,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011740.jpg,1151x768,1.50,broken pediment;oversized columns;polychrome panels;cornices,precast concrete;stone cladding;metal,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,test,"Postmodern architecture, playful broken pediment roofline, oversized classical columns, polychrome facade panels, decorative geometric cornices, bright daylight, architectural photography","broken pediment, oversized columns, polychrome facade, decorative cornices"
ARC_0111,Postmodern architecture,Postmodern architecture Building specimen 27,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011791.jpg,1151x768,1.50,triangular gable;arched entrance window;pastel facade,stucco;tinted glass;granite,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,test,"Postmodern civic building, exaggerated triangular gable, pastel stucco walls, monumental arched entrance window, ironic classical motifs, architectural photography","triangular gable, arched window, pastel stucco, classical motifs"
ARC_0112,Postmodern architecture,Postmodern architecture Building specimen 28,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011783.jpg,1153x768,1.50,polychrome masonry;punched windows;barrel-vaulted roof,granite;limestone;aluminum,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,True,,test,"Postmodern office complex, striped polychrome stone masonry, decorative square punched windows, curved barrel-vaulted roof canopy, eclectic architectural composition, architectural photography","polychrome masonry, punched windows, barrel-vaulted roof, decorative stonework"
